seqnames	start	end	width	strand	Conc	Conc_haplotype1	Conc_haplotype2	Fold	pvalue	FDR	new_fdr
chr6	150167943	150168495	553	*	3.7	3.55	3.83	-0.29	0.73	0.9990000000000001	1.0
chr6	47104231	47104747	517	*	3.51	3.32	3.67	-0.35	0.732	0.9990000000000001	1.0
chr6	3378520	3379211	692	*	3.73	3.89	3.54	0.35	0.733	0.9990000000000001	1.0
chr6	42563711	42564982	1272	*	6.74	6.9	6.56	0.33	0.733	0.9990000000000001	1.0
chr6	107866819	107867542	724	*	4.29	4.12	4.44	-0.32	0.733	0.9990000000000001	1.0
chr6	168333037	168333641	605	*	4.83	4.98	4.67	0.31	0.733	0.9990000000000001	1.0
chr6	52095027	52096195	1169	*	2.18	2.05	2.29	-0.24	0.733	0.9990000000000001	1.0
chr6	136037600	136038374	775	*	2.5	2.39	2.6	-0.21	0.733	0.9990000000000001	1.0
chr6	155313362	155315414	2053	*	6.5	6.31	6.66	-0.36	0.7340000000000001	0.9990000000000001	1.0
chr6	116561946	116562925	980	*	2.4	2.28	2.5	-0.22	0.7340000000000001	0.9990000000000001	1.0
chr6	27145233	27148179	2947	*	7.79	7.96	7.6	0.36	0.735	0.9990000000000001	1.0
chr6	11094144	11095844	1701	*	6.91	7.08	6.72	0.36	0.735	0.9990000000000001	1.0
chr6	105758337	105758907	571	*	3.08	3.22	2.93	0.29	0.737	0.9990000000000001	1.0
chr6	87213835	87214156	322	*	2.53	2.66	2.39	0.27	0.738	0.9990000000000001	1.0
chr6	87301766	87304049	2284	*	2.86	2.72	2.99	-0.28	0.7390000000000001	0.9990000000000001	1.0
chr6	165865748	165870607	4860	*	4.41	4.28	4.53	-0.25	0.74	0.9990000000000001	1.0
chr6	39199366	39201939	2574	*	5.9	5.74	6.04	-0.3	0.74	0.9990000000000001	1.0
chr6	45419734	45420332	599	*	4.98	5.14	4.81	0.32	0.741	0.9990000000000001	1.0
chr6	136787444	136787827	384	*	2.77	2.61	2.91	-0.29	0.743	0.9990000000000001	1.0
chr6	12343499	12344649	1151	*	4.91	5.05	4.76	0.29	0.7440000000000001	0.9990000000000001	1.0
chr6	163827871	163828892	1022	*	2.72	2.59	2.84	-0.25	0.7440000000000001	0.9990000000000001	1.0
chr6	166627816	166628616	801	*	4.56	4.71	4.4	0.31	0.7440000000000001	0.9990000000000001	1.0
chr6	42557115	42557538	424	*	2.77	2.91	2.62	0.29	0.745	0.9990000000000001	1.0
chr6	16723097	16725361	2265	*	5.81	5.96	5.65	0.31	0.745	0.9990000000000001	1.0
chr6	34790980	34791458	479	*	3.7	3.84	3.55	0.29	0.745	0.9990000000000001	1.0
chr6	49554938	49555363	426	*	3.5	3.65	3.34	0.3	0.745	0.9990000000000001	1.0
chr6	13988251	13992884	4634	*	5.27	5.4	5.13	0.26	0.745	0.9990000000000001	1.0
chr6	47112541	47113401	861	*	4.05	4.19	3.91	0.28	0.745	0.9990000000000001	1.0
chr6	27177274	27178207	934	*	5.67	5.82	5.5	0.31	0.747	0.9990000000000001	1.0
chr6	114715619	114716596	978	*	2.02	2.13	1.89	0.24	0.7490000000000001	0.9990000000000001	1.0
chr6	13573203	13575530	2328	*	7.4	7.56	7.23	0.33	0.7490000000000001	0.9990000000000001	1.0
chr6	143677556	143677992	437	*	2.33	2.19	2.46	-0.27	0.75	0.9990000000000001	1.0
chr6	4768450	4768843	394	*	1.95	1.86	2.04	-0.19	0.75	0.9990000000000001	1.0
chr6	143545320	143546478	1159	*	4.44	4.28	4.59	-0.31	0.75	0.9990000000000001	1.0
chr6	52504101	52504499	399	*	4.14	4.26	4.01	0.25	0.75	0.9990000000000001	1.0
chr6	7850595	7852359	1765	*	2.46	2.34	2.58	-0.24	0.75	0.9990000000000001	1.0
chr6	4562124	4563783	1660	*	2.62	2.74	2.49	0.25	0.7509999999999999	0.9990000000000001	1.0
chr6	136009401	136012193	2793	*	3.25	3.13	3.37	-0.24	0.752	0.9990000000000001	1.0
chr6	40230708	40232503	1796	*	2.38	2.49	2.27	0.21	0.752	0.9990000000000001	1.0
chr6	6811304	6811958	655	*	5.29	5.44	5.12	0.32	0.753	0.9990000000000001	1.0
chr6	79610074	79610546	473	*	3.54	3.69	3.38	0.31	0.755	0.9990000000000001	1.0
chr6	109598713	109603466	4754	*	3.84	3.95	3.72	0.23	0.755	0.9990000000000001	1.0
chr6	99707358	99709442	2085	*	2.74	2.63	2.84	-0.21	0.7559999999999999	0.9990000000000001	1.0
chr6	34163881	34164206	326	*	4.46	4.6	4.31	0.29	0.757	0.9990000000000001	1.0
chr6	39225792	39226714	923	*	4.37	4.21	4.51	-0.3	0.759	0.9990000000000001	1.0
chr6	41230598	41232332	1735	*	3.11	3.23	2.97	0.26	0.76	0.9990000000000001	1.0
chr6	82244515	82244822	308	*	2.39	2.51	2.27	0.24	0.76	0.9990000000000001	1.0
chr6	117176458	117176943	486	*	1.8	1.69	1.91	-0.22	0.7609999999999999	0.9990000000000001	1.0
chr6	4558906	4561688	2783	*	3.45	3.56	3.34	0.22	0.7609999999999999	0.9990000000000001	1.0
chr6	116878268	116879292	1025	*	2.53	2.4	2.65	-0.25	0.763	0.9990000000000001	1.0
chr6	56842178	56844395	2218	*	7.34	7.2	7.47	-0.27	0.7659999999999999	0.9990000000000001	1.0
chr6	89432760	89433485	726	*	5.91	5.77	6.04	-0.28	0.768	0.9990000000000001	1.0
chr6	122743807	122744549	743	*	5.39	5.49	5.28	0.22	0.77	0.9990000000000001	1.0
chr6	4293436	4294845	1410	*	2.69	2.57	2.79	-0.22	0.772	0.9990000000000001	1.0
chr6	6052545	6055847	3303	*	3.6	3.71	3.48	0.23	0.773	0.9990000000000001	1.0
chr6	27836904	27838044	1141	*	5.17	5.31	5.01	0.3	0.774	0.9990000000000001	1.0
chr6	39047470	39048230	761	*	2.31	2.43	2.19	0.24	0.777	0.9990000000000001	1.0
chr6	27144190	27144718	529	*	3.3	3.43	3.16	0.27	0.777	0.9990000000000001	1.0
chr6	17600262	17602013	1752	*	6.05	5.9	6.18	-0.29	0.778	0.9990000000000001	1.0
chr6	99820862	99821784	923	*	2.51	2.61	2.39	0.21	0.7809999999999999	0.9990000000000001	1.0
chr6	12798105	12800702	2598	*	3.3	3.42	3.18	0.24	0.782	0.9990000000000001	1.0
chr6	41039230	41039568	339	*	3.5	3.37	3.62	-0.25	0.7829999999999999	0.9990000000000001	1.0
chr6	2541877	2542955	1079	*	4.32	4.44	4.19	0.24	0.7829999999999999	0.9990000000000001	1.0
chr6	16973901	16975851	1951	*	2.99	2.86	3.1	-0.24	0.784	0.9990000000000001	1.0
chr6	107859922	107861008	1087	*	6.49	6.35	6.61	-0.26	0.784	0.9990000000000001	1.0
chr6	70302879	70304368	1490	*	2.5	2.61	2.38	0.23	0.785	0.9990000000000001	1.0
chr6	3825702	3826146	445	*	3.9	4.03	3.77	0.25	0.785	0.9990000000000001	1.0
chr6	1460425	1463758	3334	*	4.01	4.1	3.9	0.2	0.7859999999999999	0.9990000000000001	1.0
chr6	168158343	168158869	527	*	3.41	3.51	3.3	0.21	0.7859999999999999	0.9990000000000001	1.0
chr6	16226224	16230826	4603	*	5.28	5.37	5.19	0.18	0.7879999999999999	0.9990000000000001	1.0
chr6	37532766	37538560	5795	*	4.43	4.31	4.54	-0.23	0.789	0.9990000000000001	1.0
chr6	24494243	24494989	747	*	4.12	4.0	4.22	-0.22	0.789	0.9990000000000001	1.0
chr6	39037564	39038049	486	*	1.21	1.3	1.11	0.19	0.79	0.9990000000000001	1.0
chr6	28225701	28226210	510	*	4.11	3.97	4.24	-0.27	0.7909999999999999	0.9990000000000001	1.0
chr6	131061523	131064011	2489	*	5.95	5.82	6.06	-0.24	0.7909999999999999	0.9990000000000001	1.0
chr6	79921183	79922258	1076	*	1.47	1.57	1.37	0.19	0.792	0.9990000000000001	1.0
chr6	42565546	42566812	1267	*	4.78	4.64	4.9	-0.26	0.792	0.9990000000000001	1.0
chr6	27019431	27020851	1421	*	7.02	6.88	7.14	-0.26	0.7929999999999999	0.9990000000000001	1.0
chr6	7545526	7546923	1398	*	5.25	5.36	5.12	0.24	0.7929999999999999	0.9990000000000001	1.0
chr6	41787522	41788637	1116	*	6.23	6.1	6.35	-0.25	0.7929999999999999	0.9990000000000001	1.0
chr6	110528976	110529472	497	*	3.78	3.64	3.91	-0.27	0.7929999999999999	0.9990000000000001	1.0
chr6	7661665	7662591	927	*	2.62	2.73	2.51	0.21	0.794	0.9990000000000001	1.0
chr6	106628487	106630709	2223	*	6.81	6.65	6.95	-0.3	0.795	0.9990000000000001	1.0
chr6	18386956	18388623	1668	*	6.23	6.34	6.1	0.24	0.795	0.9990000000000001	1.0
chr6	125704069	125705940	1872	*	3.18	3.07	3.28	-0.21	0.797	0.9990000000000001	1.0
chr6	37136673	37137224	552	*	3.49	3.61	3.36	0.26	0.797	0.9990000000000001	1.0
chr6	99393674	99394813	1140	*	5.98	6.1	5.84	0.27	0.799	0.9990000000000001	1.0
chr6	48012989	48015262	2274	*	2.76	2.87	2.65	0.22	0.799	0.9990000000000001	1.0
chr6	64681937	64684571	2635	*	5.75	5.87	5.62	0.25	0.8	0.9990000000000001	1.0
chr6	42110637	42111556	920	*	4.01	4.11	3.89	0.22	0.8	0.9990000000000001	1.0
chr6	70412500	70413314	815	*	5.49	5.62	5.34	0.29	0.8	0.9990000000000001	1.0
chr6	18147372	18148453	1082	*	6.18	6.31	6.03	0.29	0.802	0.9990000000000001	1.0
chr6	405882	408273	2392	*	2.98	2.88	3.07	-0.2	0.802	0.9990000000000001	1.0
chr6	44655613	44656037	425	*	4.43	4.55	4.3	0.25	0.8029999999999999	0.9990000000000001	1.0
chr6	138486433	138487339	907	*	3.67	3.55	3.77	-0.22	0.8029999999999999	0.9990000000000001	1.0
chr6	10967324	10970197	2874	*	3.32	3.42	3.22	0.2	0.8029999999999999	0.9990000000000001	1.0
chr6	157955031	157955454	424	*	2.36	2.25	2.45	-0.2	0.804	0.9990000000000001	1.0
chr6	38982117	38984047	1931	*	2.28	2.19	2.37	-0.18	0.804	0.9990000000000001	1.0
chr6	46013864	46014345	482	*	3.81	3.71	3.9	-0.19	0.804	0.9990000000000001	1.0
chr6	8157381	8157993	613	*	4.26	4.4	4.12	0.27	0.805	0.9990000000000001	1.0
chr6	33889565	33890771	1207	*	3.03	3.13	2.93	0.2	0.805	0.9990000000000001	1.0
chr6	34065249	34066858	1610	*	2.81	2.92	2.7	0.22	0.8059999999999999	0.9990000000000001	1.0
chr6	97281848	97283818	1971	*	6.6	6.72	6.46	0.26	0.8079999999999999	0.9990000000000001	1.0
chr6	90610185	90612390	2206	*	4.1	4.2	4.0	0.2	0.8079999999999999	0.9990000000000001	1.0
chr6	26103996	26105196	1201	*	6.18	6.3	6.06	0.24	0.809	0.9990000000000001	1.0
chr6	33854359	33858755	4397	*	4.11	4.2	4.02	0.18	0.81	0.9990000000000001	1.0
chr6	75748248	75749141	894	*	5.73	5.85	5.6	0.26	0.8109999999999999	0.9990000000000001	1.0
chr6	50841284	50842837	1554	*	2.3	2.39	2.21	0.18	0.812	0.9990000000000001	1.0
chr6	39202873	39203852	980	*	5.47	5.35	5.59	-0.24	0.812	0.9990000000000001	1.0
chr6	90398560	90399325	766	*	2.3	2.39	2.21	0.18	0.813	0.9990000000000001	1.0
chr6	170552592	170553745	1154	*	6.36	6.49	6.22	0.26	0.813	0.9990000000000001	1.0
chr6	20212480	20213738	1259	*	7.1	6.97	7.21	-0.24	0.813	0.9990000000000001	1.0
chr6	4504085	4504740	656	*	1.59	1.66	1.51	0.15	0.815	0.9990000000000001	1.0
chr6	44585256	44587124	1869	*	2.19	2.29	2.09	0.19	0.815	0.9990000000000001	1.0
chr6	88362574	88363668	1095	*	2.1	2.18	2.0	0.18	0.816	0.9990000000000001	1.0
chr6	42214866	42215457	592	*	4.99	5.09	4.88	0.21	0.8170000000000001	0.9990000000000001	1.0
chr6	1612951	1614498	1548	*	6.33	6.45	6.2	0.25	0.8170000000000001	0.9990000000000001	1.0
chr6	16984199	16985407	1209	*	2.42	2.32	2.51	-0.19	0.818	0.9990000000000001	1.0
chr6	692021	693800	1780	*	6.98	7.09	6.86	0.24	0.8190000000000001	0.9990000000000001	1.0
chr6	28018694	28019955	1262	*	2.26	2.35	2.17	0.17	0.8190000000000001	0.9990000000000001	1.0
chr6	153124137	153125034	898	*	3.92	3.82	4.02	-0.2	0.82	0.9990000000000001	1.0
chr6	107660553	107660892	340	*	2.3	2.39	2.21	0.18	0.82	0.9990000000000001	1.0
chr6	1515839	1517272	1434	*	2.2	2.29	2.11	0.18	0.821	0.9990000000000001	1.0
chr6	39196222	39196703	482	*	2.81	2.9	2.71	0.19	0.821	0.9990000000000001	1.0
chr6	16725803	16726412	610	*	3.65	3.76	3.54	0.21	0.8220000000000001	0.9990000000000001	1.0
chr6	41323952	41331091	7140	*	5.62	5.53	5.7	-0.17	0.8220000000000001	0.9990000000000001	1.0
chr6	7819594	7820807	1214	*	2.65	2.73	2.56	0.16	0.826	0.9990000000000001	1.0
chr6	110429524	110431649	2126	*	4.22	4.3	4.13	0.17	0.8270000000000001	0.9990000000000001	1.0
chr6	6734507	6735448	942	*	5.29	5.17	5.39	-0.22	0.828	0.9990000000000001	1.0
chr6	24666655	24667820	1166	*	5.64	5.54	5.74	-0.2	0.828	0.9990000000000001	1.0
chr6	167170324	167171175	852	*	0.31	0.34	0.28	0.07	0.8290000000000001	0.9990000000000001	1.0
chr6	35390634	35391344	711	*	3.44	3.33	3.54	-0.21	0.8290000000000001	0.9990000000000001	1.0
chr6	52282434	52284225	1792	*	5.38	5.26	5.48	-0.22	0.83	0.9990000000000001	1.0
chr6	10383063	10383634	572	*	3.47	3.38	3.56	-0.18	0.83	0.9990000000000001	1.0
chr6	153150429	153150805	377	*	2.67	2.58	2.76	-0.18	0.831	0.9990000000000001	1.0
chr6	42102201	42103362	1162	*	3.62	3.51	3.72	-0.21	0.8320000000000001	0.9990000000000001	1.0
chr6	23747758	23748945	1188	*	2.79	2.87	2.7	0.17	0.833	0.9990000000000001	1.0
chr6	34037265	34039430	2166	*	4.07	4.15	3.99	0.15	0.833	0.9990000000000001	1.0
chr6	16128645	16128969	325	*	5.03	4.93	5.12	-0.19	0.833	0.9990000000000001	1.0
chr6	35919083	35919887	805	*	5.05	5.16	4.93	0.23	0.833	0.9990000000000001	1.0
chr6	4835643	4837192	1550	*	6.37	6.26	6.47	-0.21	0.8340000000000001	0.9990000000000001	1.0
chr6	39083594	39085414	1821	*	3.39	3.3	3.47	-0.17	0.8340000000000001	0.9990000000000001	1.0
chr6	39311136	39311636	501	*	2.04	1.96	2.11	-0.15	0.8340000000000001	0.9990000000000001	1.0
chr6	28355733	28356675	943	*	6.23	6.33	6.13	0.2	0.835	0.9990000000000001	1.0
chr6	13710391	13711307	917	*	6.26	6.37	6.14	0.24	0.835	0.9990000000000001	1.0
chr6	43926874	43927454	581	*	4.45	4.53	4.36	0.17	0.835	0.9990000000000001	1.0
chr6	47097385	47098106	722	*	5.08	4.97	5.18	-0.21	0.835	0.9990000000000001	1.0
chr6	26156346	26157905	1560	*	7.37	7.48	7.25	0.23	0.836	0.9990000000000001	1.0
chr6	40544408	40546465	2058	*	3.85	3.76	3.93	-0.17	0.836	0.9990000000000001	1.0
chr6	7262003	7262519	517	*	2.38	2.3	2.45	-0.15	0.8370000000000001	0.9990000000000001	1.0
chr6	153001135	153003114	1980	*	6.03	6.13	5.93	0.21	0.838	0.9990000000000001	1.0
chr6	116571306	116572347	1042	*	5.6	5.7	5.51	0.19	0.84	0.9990000000000001	1.0
chr6	34249130	34249734	605	*	5.12	5.21	5.02	0.18	0.84	0.9990000000000001	1.0
chr6	47459019	47460241	1223	*	5.28	5.17	5.39	-0.22	0.841	0.9990000000000001	1.0
chr6	385622	387149	1528	*	2.58	2.5	2.66	-0.16	0.841	0.9990000000000001	1.0
chr6	26254994	26255308	315	*	2.94	2.84	3.03	-0.18	0.8420000000000001	0.9990000000000001	1.0
chr6	166381957	166383915	1959	*	7.47	7.56	7.37	0.2	0.8420000000000001	0.9990000000000001	1.0
chr6	410344	411213	870	*	3.22	3.31	3.13	0.17	0.8420000000000001	0.9990000000000001	1.0
chr6	15691515	15691945	431	*	2.97	2.88	3.06	-0.17	0.843	0.9990000000000001	1.0
chr6	12348082	12348813	732	*	3.88	3.96	3.79	0.17	0.843	0.9990000000000001	1.0
chr6	111589055	111589471	417	*	3.64	3.72	3.56	0.16	0.843	0.9990000000000001	1.0
chr6	20629889	20630831	943	*	3.25	3.17	3.34	-0.17	0.8440000000000001	0.9990000000000001	1.0
chr6	476590	478151	1562	*	2.79	2.7	2.86	-0.16	0.8440000000000001	0.9990000000000001	1.0
chr6	168035244	168036539	1296	*	5.77	5.66	5.86	-0.2	0.845	0.9990000000000001	1.0
chr6	165605485	165605965	481	*	3.31	3.38	3.23	0.15	0.845	0.9990000000000001	1.0
chr6	28136192	28137772	1581	*	6.3	6.39	6.19	0.2	0.845	0.9990000000000001	1.0
chr6	12335105	12335655	551	*	3.11	3.02	3.19	-0.17	0.845	0.9990000000000001	1.0
chr6	43773653	43774444	792	*	4.47	4.56	4.38	0.18	0.846	0.9990000000000001	1.0
chr6	26199496	26200583	1088	*	6.35	6.45	6.24	0.21	0.846	0.9990000000000001	1.0
chr6	7547305	7549346	2042	*	5.95	6.04	5.85	0.19	0.847	0.9990000000000001	1.0
chr6	52332050	52334344	2295	*	5.53	5.62	5.44	0.18	0.847	0.9990000000000001	1.0
chr6	1680225	1680742	518	*	3.59	3.5	3.68	-0.18	0.848	0.9990000000000001	1.0
chr6	44784321	44784912	592	*	2.1	2.03	2.17	-0.14	0.85	0.9990000000000001	1.0
chr6	16129672	16131324	1653	*	7.59	7.69	7.48	0.21	0.85	0.9990000000000001	1.0
chr6	40182305	40182911	607	*	1.75	1.67	1.83	-0.16	0.85	0.9990000000000001	1.0
chr6	107814448	107816002	1555	*	2.83	2.76	2.9	-0.15	0.852	0.9990000000000001	1.0
chr6	20020418	20021798	1381	*	2.62	2.69	2.54	0.14	0.853	0.9990000000000001	1.0
chr6	109423953	109425163	1211	*	4.94	5.02	4.86	0.16	0.853	0.9990000000000001	1.0
chr6	53633333	53634145	813	*	4.6	4.68	4.52	0.17	0.8540000000000001	0.9990000000000001	1.0
chr6	109455277	109456034	758	*	5.33	5.42	5.23	0.19	0.8540000000000001	0.9990000000000001	1.0
chr6	49565629	49566048	420	*	3.42	3.5	3.34	0.16	0.8540000000000001	0.9990000000000001	1.0
chr6	45541808	45542414	607	*	2.38	2.46	2.29	0.17	0.855	0.9990000000000001	1.0
chr6	46490909	46495248	4340	*	5.82	5.89	5.74	0.14	0.855	0.9990000000000001	1.0
chr6	56935520	56937003	1484	*	2.74	2.81	2.67	0.14	0.856	0.9990000000000001	1.0
chr6	156883179	156883883	705	*	5.19	5.09	5.27	-0.18	0.856	0.9990000000000001	1.0
chr6	13960543	13963077	2535	*	3.15	3.08	3.23	-0.15	0.856	0.9990000000000001	1.0
chr6	44223140	44223821	682	*	3.82	3.74	3.9	-0.16	0.857	0.9990000000000001	1.0
chr6	6304679	6306192	1514	*	2.59	2.66	2.51	0.14	0.857	0.9990000000000001	1.0
chr6	35467734	35468291	558	*	4.98	5.06	4.89	0.17	0.857	0.9990000000000001	1.0
chr6	99116588	99117508	921	*	2.11	2.04	2.18	-0.14	0.858	0.9990000000000001	1.0
chr6	33578460	33580182	1723	*	6.69	6.59	6.78	-0.19	0.8590000000000001	0.9990000000000001	1.0
chr6	12864598	12865537	940	*	3.01	2.94	3.08	-0.14	0.8590000000000001	0.9990000000000001	1.0
chr6	47230594	47231080	487	*	3.23	3.3	3.15	0.15	0.8590000000000001	0.9990000000000001	1.0
chr6	2983182	2983777	596	*	3.41	3.5	3.32	0.18	0.86	0.9990000000000001	1.0
chr6	107956954	107958055	1102	*	6.04	5.94	6.14	-0.2	0.86	0.9990000000000001	1.0
chr6	1578772	1580883	2112	*	3.45	3.51	3.38	0.12	0.861	0.9990000000000001	1.0
chr6	26183677	26184281	605	*	4.83	4.91	4.74	0.18	0.861	0.9990000000000001	1.0
chr6	40611975	40615001	3027	*	3.62	3.7	3.55	0.15	0.862	0.9990000000000001	1.0
chr6	3454457	3455261	805	*	4.79	4.7	4.87	-0.18	0.862	0.9990000000000001	1.0
chr6	99567878	99569419	1542	*	6.86	6.95	6.76	0.19	0.863	0.9990000000000001	1.0
chr6	160299378	160300261	884	*	4.13	4.04	4.2	-0.16	0.863	0.9990000000000001	1.0
chr6	33710414	33712272	1859	*	6.6	6.68	6.52	0.16	0.8640000000000001	0.9990000000000001	1.0
chr6	19268453	19269053	601	*	4.33	4.41	4.25	0.16	0.8640000000000001	0.9990000000000001	1.0
chr6	15245411	15248570	3160	*	7.34	7.43	7.25	0.18	0.865	0.9990000000000001	1.0
chr6	136565717	136566393	677	*	3.63	3.56	3.7	-0.14	0.865	0.9990000000000001	1.0
chr6	166697505	166700725	3221	*	3.99	3.92	4.05	-0.13	0.866	0.9990000000000001	1.0
chr6	37059321	37060348	1028	*	6.25	6.33	6.18	0.15	0.866	0.9990000000000001	1.0
chr6	412596	413708	1113	*	2.18	2.11	2.24	-0.13	0.866	0.9990000000000001	1.0
chr6	108558058	108558396	339	*	3.06	3.14	2.97	0.17	0.866	0.9990000000000001	1.0
chr6	28218985	28219667	683	*	4.35	4.42	4.27	0.16	0.867	0.9990000000000001	1.0
chr6	7829885	7831871	1987	*	2.66	2.59	2.72	-0.13	0.867	0.9990000000000001	1.0
chr6	41191372	41192284	913	*	4.06	4.14	3.99	0.15	0.867	0.9990000000000001	1.0
chr6	90353374	90356097	2724	*	3.49	3.43	3.56	-0.13	0.868	0.9990000000000001	1.0
chr6	111602746	111603981	1236	*	4.85	4.77	4.92	-0.15	0.8690000000000001	0.9990000000000001	1.0
chr6	26197390	26199214	1825	*	6.51	6.6	6.42	0.18	0.87	0.9990000000000001	1.0
chr6	6721655	6724358	2704	*	5.33	5.26	5.4	-0.14	0.871	0.9990000000000001	1.0
chr6	156388602	156389866	1265	*	2.66	2.61	2.71	-0.11	0.871	0.9990000000000001	1.0
chr6	2478587	2480705	2119	*	3.58	3.52	3.63	-0.12	0.871	0.9990000000000001	1.0
chr6	52286946	52287491	546	*	4.25	4.18	4.32	-0.14	0.871	0.9990000000000001	1.0
chr6	131958454	131958982	529	*	3.45	3.37	3.53	-0.16	0.871	0.9990000000000001	1.0
chr6	41234838	41240515	5678	*	5.15	5.08	5.22	-0.13	0.871	0.9990000000000001	1.0
chr6	6178972	6182436	3465	*	3.26	3.19	3.33	-0.14	0.872	0.9990000000000001	1.0
chr6	21220148	21220813	666	*	3.52	3.59	3.44	0.15	0.872	0.9990000000000001	1.0
chr6	46128960	46130491	1532	*	6.35	6.42	6.27	0.15	0.873	0.9990000000000001	1.0
chr6	24779710	24780173	464	*	4.63	4.55	4.7	-0.16	0.873	0.9990000000000001	1.0
chr6	159101071	159102597	1527	*	3.43	3.36	3.5	-0.14	0.873	0.9990000000000001	1.0
chr6	109689956	109691254	1299	*	7.3	7.38	7.22	0.16	0.875	0.9990000000000001	1.0
chr6	79537773	79538895	1123	*	5.13	5.05	5.21	-0.16	0.875	0.9990000000000001	1.0
chr6	35468612	35470322	1711	*	7.48	7.39	7.56	-0.18	0.875	0.9990000000000001	1.0
chr6	12756105	12757325	1221	*	2.2	2.26	2.14	0.13	0.8759999999999999	0.9990000000000001	1.0
chr6	36197352	36198332	981	*	5.4	5.31	5.48	-0.17	0.8759999999999999	0.9990000000000001	1.0
chr6	35399970	35400924	955	*	3.93	4.0	3.86	0.14	0.8759999999999999	0.9990000000000001	1.0
chr6	12364056	12364649	594	*	3.27	3.35	3.19	0.16	0.878	0.9990000000000001	1.0
chr6	85404001	85404650	650	*	4.42	4.49	4.34	0.16	0.88	0.9990000000000001	1.0
chr6	98946470	98947686	1217	*	5.79	5.87	5.71	0.15	0.88	0.9990000000000001	1.0
chr6	53061926	53062404	479	*	4.54	4.47	4.61	-0.14	0.88	0.9990000000000001	1.0
chr6	35297469	35297824	356	*	4.32	4.26	4.38	-0.13	0.8809999999999999	0.9990000000000001	1.0
chr6	27090114	27090786	673	*	1.72	1.67	1.76	-0.09	0.8809999999999999	0.9990000000000001	1.0
chr6	14117878	14118342	465	*	2.76	2.7	2.81	-0.11	0.8809999999999999	0.9990000000000001	1.0
chr6	6165155	6165669	515	*	1.91	1.96	1.85	0.12	0.8809999999999999	0.9990000000000001	1.0
chr6	4135431	4135922	492	*	1.95	2.02	1.87	0.15	0.882	0.9990000000000001	1.0
chr6	71419856	71420864	1009	*	5.82	5.75	5.89	-0.15	0.882	0.9990000000000001	1.0
chr6	4496859	4498191	1333	*	2.88	2.94	2.82	0.12	0.882	0.9990000000000001	1.0
chr6	122788341	122788775	435	*	3.0	3.05	2.95	0.09	0.882	0.9990000000000001	1.0
chr6	35139675	35140151	477	*	2.75	2.68	2.82	-0.13	0.882	0.9990000000000001	1.0
chr6	90304365	90306169	1805	*	2.68	2.74	2.62	0.12	0.882	0.9990000000000001	1.0
chr6	14090731	14091510	780	*	2.23	2.17	2.29	-0.13	0.882	0.9990000000000001	1.0
chr6	158852389	158853472	1084	*	5.64	5.56	5.71	-0.15	0.883	0.9990000000000001	1.0
chr6	132513101	132514198	1098	*	5.09	5.02	5.16	-0.14	0.884	0.9990000000000001	1.0
chr6	10414413	10415190	778	*	5.41	5.49	5.34	0.15	0.884	0.9990000000000001	1.0
chr6	56692244	56693719	1476	*	5.96	6.03	5.88	0.15	0.884	0.9990000000000001	1.0
chr6	26312534	26313176	643	*	3.92	3.99	3.85	0.14	0.885	0.9990000000000001	1.0
chr6	52361509	52363341	1833	*	7.79	7.87	7.71	0.15	0.8859999999999999	0.9990000000000001	1.0
chr6	41683273	41683979	707	*	6.16	6.1	6.22	-0.12	0.8859999999999999	0.9990000000000001	1.0
chr6	41073802	41075292	1491	*	5.82	5.89	5.75	0.15	0.887	0.9990000000000001	1.0
chr6	48826642	48827542	901	*	5.24	5.31	5.17	0.14	0.887	0.9990000000000001	1.0
chr6	37257657	37258996	1340	*	6.23	6.31	6.14	0.16	0.888	0.9990000000000001	1.0
chr6	117483227	117483967	741	*	5.32	5.24	5.39	-0.15	0.889	0.9990000000000001	1.0
chr6	11231946	11232683	738	*	5.93	6.01	5.85	0.16	0.889	0.9990000000000001	1.0
chr6	33893863	33895306	1444	*	2.41	2.36	2.46	-0.1	0.8909999999999999	0.9990000000000001	1.0
chr6	80106569	80108007	1439	*	6.54	6.61	6.46	0.14	0.8909999999999999	0.9990000000000001	1.0
chr6	99423815	99426138	2324	*	7.4	7.47	7.32	0.15	0.8909999999999999	0.9990000000000001	1.0
chr6	41070570	41071601	1032	*	5.05	5.11	4.97	0.14	0.892	0.9990000000000001	1.0
chr6	7310751	7313212	2462	*	6.7	6.76	6.62	0.14	0.892	0.9990000000000001	1.0
chr6	109381663	109384897	3235	*	8.64	8.57	8.71	-0.14	0.893	0.9990000000000001	1.0
chr6	158809393	158809890	498	*	2.85	2.91	2.79	0.12	0.894	0.9990000000000001	1.0
chr6	57173841	57174437	597	*	4.33	4.4	4.27	0.13	0.895	0.9990000000000001	1.0
chr6	2508933	2510922	1990	*	2.27	2.23	2.31	-0.09	0.895	0.9990000000000001	1.0
chr6	96897943	96898744	802	*	4.81	4.74	4.87	-0.13	0.895	0.9990000000000001	1.0
chr6	34695359	34696860	1502	*	7.02	7.09	6.94	0.15	0.895	0.9990000000000001	1.0
chr6	43428119	43429351	1233	*	5.12	5.05	5.18	-0.14	0.8959999999999999	0.9990000000000001	1.0
