ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position
ENSG00000205791	LOH12CR2	12	12355403	12357067
ENSG00000205922	ONECUT3	19	1753506	1780988
ENSG00000205937	RNPS1	16	2253116	2268397
ENSG00000206053	JPT2	16	1678256	1702280
ENSG00000206149	HERC2P9	15	28589476	28685264
ENSG00000206337	HCP5	6	31463170	31478936
ENSG00000206341	HLA-H	6	29887752	29890482
ENSG00000206344	HCG27	6	31197760	31203968
ENSG00000206503	HLA-A	6	29941260	29945884
ENSG00000206562	METTL6	3	15381275	15440566
ENSG00000206573	THUMPD3-AS1	3	9349689	9398579
ENSG00000206598	RNU6-1286P	6	121354354	121354460
ENSG00000206625	RNU6-1	15	67839939	67840045
ENSG00000206715	RNU6-444P	6	87488445	87488552
ENSG00000206881	RNU6-190P	6	17619533	17619634
ENSG00000206899	RNU6-36P	12	97721716	97721822
ENSG00000206932	RNU6-4P	3	181231737	181231843
ENSG00000206965	RNU6-5P	2	174557966	174558072
ENSG00000207023	RNU6-975P	6	73464073	73464177
ENSG00000207041	RNU6-3P	X	141118030	141118136
ENSG00000207292		6	149631437	149631549
ENSG00000207357	RNU6-2	19	1021522	1021628
ENSG00000207403		6	121378797	121378898
ENSG00000207490	RNU6-987P	6	25383599	25383702
ENSG00000207499		6	106420706	106420807
ENSG00000207507	RNU6-9	19	893484	893590
ENSG00000207524	RNU6-33P	4	88684848	88684954
ENSG00000207769	MIR586	6	45197674	45197770
ENSG00000207982	MIR548B	6	119069047	119069143
ENSG00000210082	MT-RNR2	MT	1671	3229
ENSG00000211460	TSN	2	121737103	121767853
ENSG00000212017	MIR548U	6	57390132	57390212
ENSG00000213024	NUP62	19	49906825	49929763
ENSG00000213066	CEP43	6	166999317	167094789
ENSG00000213071	LPAL2	6	160453428	160520269
ENSG00000213079	SCAF8	6	154733378	154834244
ENSG00000213089	PDCL3P5	6	150827663	150828384
ENSG00000213109		6	136900233	136901529
ENSG00000213131	YWHAZP4	6	127355756	127356789
ENSG00000213150		6	110645699	110646558
ENSG00000213160	KLHL23	2	169694488	169776989
ENSG00000213204		6	87408012	87511634
ENSG00000213335	CLNS1AP1	6	54485169	54485850
ENSG00000213462	ERV3-1	7	64990356	65006743
ENSG00000213588	ZBTB9	6	33453970	33457544
ENSG00000213676	ATF6B	6	32115264	32128253
ENSG00000213742	ZNF337-AS1	20	25624045	25689032
ENSG00000213799	ZNF845	19	53333749	53356906
ENSG00000213853	EMP2	16	10528422	10580632
ENSG00000213886	UBD	6	29555515	29559732
ENSG00000213965	NUDT19	19	32691821	32713792
ENSG00000214046	SMIM7	19	16630751	16660442
ENSG00000214087	ARL16	17	81681187	81683797
ENSG00000214113	LYRM4	6	5103629	5260950
ENSG00000214428	NPM1P10	6	104025540	104026763
ENSG00000214558		6	65302522	65304957
ENSG00000214604	NPM1P36	6	55939790	55940624
ENSG00000214756	CSKMT	11	62665309	62668496
ENSG00000214810	CYCSP55	6	34219439	34220066
ENSG00000214892	USP8P1	6	31275572	31278754
ENSG00000214961	NT5DC1P2	X	134272287	134273658
ENSG00000214975	PPIAP29	6	24976419	24976982
ENSG00000215022		6	13264861	13295586
ENSG00000215190	LINC00680	6	57946074	57961501
ENSG00000215223	CYP51A1P3	6	148478693	148480763
ENSG00000215712	TMEM242	6	157289025	157323601
ENSG00000216265	FABP12P1	6	149304107	149304428
ENSG00000216316		6	119269133	119269714
ENSG00000216360		6	5817421	5818366
ENSG00000216639		6	105298149	105298895
ENSG00000216642		6	143327275	143327655
ENSG00000216775		6	52664366	52669155
ENSG00000216802		6	138650226	138650973
ENSG00000216809		6	118452469	118454992
ENSG00000216813		6	47562622	47563018
ENSG00000216901	ZNF603P	6	28176188	28176674
ENSG00000216906		6	149904243	149906418
ENSG00000216937	CCDC7	10	32446140	32882874
ENSG00000216990	HSPD1P10	6	87298772	87300447
ENSG00000217120		6	103002514	103003897
ENSG00000217130		6	34744176	34744673
ENSG00000217181		6	10574749	10575227
ENSG00000217227	TFGP1	6	38587323	38588529
ENSG00000217231		6	144036618	144037704
ENSG00000217275		6	26202156	26202654
ENSG00000217325	PRELID1P1	6	126643488	126644390
ENSG00000217334		6	85731371	85732011
ENSG00000217385	PSMC1P11	6	4702463	4703779
ENSG00000217447		6	167347472	167348053
ENSG00000217488		6	75610958	75611945
ENSG00000217512		6	79067692	79068138
ENSG00000217612		6	145489630	145492092
ENSG00000217646	H2BC16P	6	27864062	27864401
ENSG00000217648		6	143342246	143343383
ENSG00000217707	SERPINB8P1	6	3048835	3049211
ENSG00000217733	CCT7P1	6	149879962	149881572
ENSG00000217746		6	7938430	7939322
ENSG00000217767	NDUFAB1P1	6	70734503	70734962
ENSG00000217783	LDHAL6FP	6	157299045	157300126
ENSG00000217862	H4C10P	6	27807075	27807339
ENSG00000218014	KRT19P1	6	71584721	71585906
ENSG00000218048		6	63440766	63443580
ENSG00000218073		6	16160926	16161411
ENSG00000218189	POM121L14P	6	57937458	57939015
ENSG00000218226	TATDN2P2	6	158609706	158621636
ENSG00000218233	NEPNP	6	117633706	117645087
ENSG00000218281	H2AC9P	6	26233122	26233255
ENSG00000218313		6	87173368	87174303
ENSG00000218350	LYPLA1P3	6	71165076	71165770
ENSG00000218351	RPS3AP23	6	141635650	141636503
ENSG00000218358	RAET1K	6	149998019	150005166
ENSG00000218418		6	80064286	80070199
ENSG00000218424	NDUFS5P1	6	136475862	136476150
ENSG00000218428	NIP7P3	6	116137058	116137572
ENSG00000218499		6	138393373	138393544
ENSG00000218574	HNRNPA1P37	6	5609227	5610195
ENSG00000218596		6	156976294	156977072
ENSG00000218632	RPL7P28	6	109327175	109327914
ENSG00000218676	BRD7P4	6	111430260	111431781
ENSG00000218730		6	90116700	90117105
ENSG00000218749		6	35607628	35607934
ENSG00000218766		6	85868953	85869464
ENSG00000218872		6	108856400	108856737
ENSG00000218893	SUMO2P12	6	12319453	12319592
ENSG00000218976	IMPDH1P9	6	18366736	18368644
ENSG00000218996	ARL4AP5	6	150934968	150935566
ENSG00000219139	TYMSP1	6	96653274	96654142
ENSG00000219294	PIP5K1P1	6	7986537	7988192
ENSG00000219361	RPSAP72	6	80470071	80470428
ENSG00000219384		6	45158870	45159511
ENSG00000219395	HSPA8P15	6	151411259	151413945
ENSG00000219470		6	43538822	43539703
ENSG00000219547	RPL17P25	6	80374015	80374569
ENSG00000219549		6	95630115	95632929
ENSG00000219553		6	149491567	149492289
ENSG00000219607	PPP1R3G	6	5085341	5089487
ENSG00000219619		6	115358498	115358752
ENSG00000219702		6	81764211	81764503
ENSG00000219712		6	669081	670307
ENSG00000219736		6	74849077	74850484
ENSG00000219881	GAPDHP42	6	69745871	69746851
ENSG00000219891	ZSCAN12P1	6	28091137	28093664
ENSG00000219902	RPL35P3	6	105302453	105302823
ENSG00000219951		6	83392416	83393409
ENSG00000219986	BTF3P7	6	6794915	6795402
ENSG00000220091	LAP3P1	6	82924829	82925122
ENSG00000220113	MTCYBP4	6	133150568	133150816
ENSG00000220130		6	89001548	89001814
ENSG00000220154		6	79278105	79278427
ENSG00000220291		6	85155667	85167749
ENSG00000220377	GSTA8P	6	52687930	52703825
ENSG00000220392	FCF1P5	6	111353702	111354183
ENSG00000220446		6	5291030	5291388
ENSG00000220506		6	111494991	111495713
ENSG00000220522		6	127416535	127416952
ENSG00000220557	HMGB1P13	6	132868218	132868859
ENSG00000220581	VN1R12P	6	27033435	27034310
ENSG00000220635	KRASP1	6	54770583	54771134
ENSG00000220685		6	5065795	5066982
ENSG00000220694		6	127435636	127436189
ENSG00000220695		6	100530276	100531052
ENSG00000220744	RPL5P18	6	127362513	127363403
ENSG00000220771	BOLA2P3	6	21602128	21602383
ENSG00000220804	LINC01881	2	242088633	242175997
ENSG00000220848	RPS18P9	6	149592687	149601878
ENSG00000220867	HSPE1P26	6	157924402	157924676
ENSG00000220884	MESTP1	6	128928995	128929988
ENSG00000220913		6	160905770	160913638
ENSG00000221697	MIR1275	6	33999972	34000051
ENSG00000221983	UBA52	19	18571730	18577550
ENSG00000222078	RN7SKP110	6	90001222	90001506
ENSG00000222145		6	88714242	88714430
ENSG00000222686	RNU4-72P	6	85751581	85751753
ENSG00000222764	RN7SKP106	6	141486141	141486412
ENSG00000223044	RNU6-130P	6	82210338	82210440
ENSG00000223321	RN7SKP293	6	12406486	12406781
ENSG00000223482	NUTM2A-AS1	10	87189773	87342612
ENSG00000223485	LINC01615	6	169157162	169163007
ENSG00000223501	VPS52	6	33250272	33272047
ENSG00000223586	LINC01312	6	133821147	133872922
ENSG00000223598		6	151088103	151228447
ENSG00000223701	RAET1E-AS1	6	149884431	149919508
ENSG00000223705	NSUN5P1	7	75410322	75416794
ENSG00000224029		6	150624677	150626086
ENSG00000224221	RPS6P8	6	73391038	73391767
ENSG00000224271		22	47630827	48023004
ENSG00000224371		6	160872888	160926204
ENSG00000224506	LINC02523	6	125674353	125720218
ENSG00000224531	SMIM13	6	11093834	11138733
ENSG00000224707	E2F3-IT1	6	20437821	20440178
ENSG00000224733		6	128500527	128501176
ENSG00000224843	LINC00240	6	26956932	27059749
ENSG00000224857	LINC01691	1	121573946	121580524
ENSG00000224944	CASC6	6	91557292	91690428
ENSG00000224984		6	54840118	54840855
ENSG00000225093	RPL3P7	6	108004357	108005568
ENSG00000225096		6	57961438	58438364
ENSG00000225173		6	28837240	28839058
ENSG00000225177		6	138692548	138697288
ENSG00000225311		6	144311699	144333301
ENSG00000225470	JPX	X	73944182	74070408
ENSG00000225549	SELENOKP3	6	118757518	118783420
ENSG00000225558	UBE2D3P2	3	37134658	37135102
ENSG00000225683	PACRG-AS3	6	163163830	163192038
ENSG00000225733	FGD5-AS1	3	14920347	14948424
ENSG00000225752		6	143094034	143099645
ENSG00000225761		10	74005137	74027915
ENSG00000225775		6	9124221	9161777
ENSG00000225791	TRAM2-AS1	6	52576787	52643058
ENSG00000225914	TSBP1-AS1	6	32254640	32407763
ENSG00000225921	NOL7	6	13615335	13632739
ENSG00000225945		6	37815777	37819218
ENSG00000226084		1	77129114	77129668
ENSG00000226089		6	81527102	81534915
ENSG00000226137	BAIAP2-DT	17	81029130	81034881
ENSG00000226149		6	129439485	129576047
ENSG00000226207		6	97710953	97717197
ENSG00000226278	PSPHP1	7	55764797	55773288
ENSG00000226281		6	6692741	6801171
ENSG00000226314	ZKSCAN8P1	6	28161769	28169594
ENSG00000226453	LINC02542	6	81844602	82169391
ENSG00000226533	BTBD9-AS1	6	38481692	38482531
ENSG00000226624		7	105819492	105820101
ENSG00000226673	LINC01108	6	14280127	14285454
ENSG00000226742	HSBP1L1	18	79964582	79970822
ENSG00000226803	ZNF451-AS1	6	57114894	57174236
ENSG00000227001	NBPF2P	1	21424625	21427967
ENSG00000227072		6	108387512	108388080
ENSG00000227124	ZNF717	3	75678660	75785583
ENSG00000227154	MKRN6P	6	35443044	35449847
ENSG00000227192		6	143039425	143042324
ENSG00000227215		6	82932601	82938677
ENSG00000227502	MROCKI	6	113868013	113873390
ENSG00000227535		6	104831129	104845820
ENSG00000227598		6	166969626	166999065
ENSG00000227627		6	152983331	152991322
ENSG00000227702	LINC00111	21	41679181	41697336
ENSG00000227759	VTI1BP4	9	128650998	128652145
ENSG00000227885		6	53739266	53794904
ENSG00000227945	PTPRK-AS1	6	128027886	128085248
ENSG00000227954	TARID	6	133502252	133892802
ENSG00000228078	HLA-U	6	29934101	29934286
ENSG00000228223	HCG11	6	26521709	26527404
ENSG00000228253	MT-ATP8	MT	8366	8572
ENSG00000228327		1	725885	778669
ENSG00000228365		6	2916894	2917733
ENSG00000228412	LNC-LBCS	6	19323428	19839080
ENSG00000228432	DHFRP2	6	31366352	31366898
ENSG00000228478		6	10423140	10426176
ENSG00000228506		6	99424911	99432326
ENSG00000228559		6	35539838	35546573
ENSG00000228624	HDAC2-AS2	6	113969701	114471705
ENSG00000228649	SNHG26	7	22854126	22872952
ENSG00000228689		6	51599723	51623428
ENSG00000228716	DHFR	5	80626226	80654983
ENSG00000228718	LINC02521	6	2617144	2640001
ENSG00000228793		6	3585101	3720081
ENSG00000228834	ATP5MFP2	6	108907615	108907873
ENSG00000228974		7	5560743	5561055
ENSG00000228976	SUMO2P8	6	108618000	108618285
ENSG00000229017	LINC01277	6	142966293	143059682
ENSG00000229154	KCNQ5-AS1	6	73130646	73143514
ENSG00000229276	REV3L-IT1	6	111360641	111361607
ENSG00000229315	MCHR2-AS1	6	99993934	100107613
ENSG00000229401	MIR5689HG	6	10434316	10456781
ENSG00000229495		6	78809715	78813303
ENSG00000229502		6	157872571	157875210
ENSG00000229852	KHDC1-AS1	6	73263212	73301789
ENSG00000229886		7	66025126	66031544
ENSG00000229896		6	12007670	12008856
ENSG00000230174	LINC01149	6	31441667	31446973
ENSG00000230290	ARMC2-AS1	6	108922976	108924103
ENSG00000230433		6	524171	525581
ENSG00000230438	SERPINB9P1	6	2851230	2881407
ENSG00000230533		6	137657998	137763984
ENSG00000230570		6	7340854	7342056
ENSG00000230590	FTX	X	73940435	74293574
ENSG00000230606		2	97416165	97433527
ENSG00000230795	HLA-K	6	29926459	29929232
ENSG00000230845	GSTA10P	6	52873014	52879940
ENSG00000230852	LINC02857	6	84019204	84026100
ENSG00000230937	MIR205HG	1	209428817	209432848
ENSG00000230943	LINC02541	6	113616927	113650090
ENSG00000231023	LINC00326	6	132954257	133107410
ENSG00000231028	LINC00271	6	135497422	135813990
ENSG00000231046		6	111227747	111259034
ENSG00000231056	LINC02522	6	10474500	10478502
ENSG00000231074	HCG18	6	30286690	30327382
ENSG00000231113		6	42940364	42948360
ENSG00000231130	HLA-T	6	29896654	29897786
ENSG00000231329		6	139144204	139239653
ENSG00000231365	WARS2-AS1	1	119140391	119275973
ENSG00000231441	DST-AS1	6	56843928	56864078
ENSG00000231500	RPS18	6	33272075	33276511
ENSG00000231533		6	79420172	79529276
ENSG00000231566	LINC02595	X	45847042	45851541
ENSG00000231609		2	62957326	63048640
ENSG00000231662		6	19290319	19321021
ENSG00000231683		6	53561289	53617171
ENSG00000231731		2	127455394	127514623
ENSG00000231760		6	149796151	149799150
ENSG00000231769		6	46096004	46129857
ENSG00000231863		6	160931080	160985624
ENSG00000231881		6	44058792	44089288
ENSG00000231889	TRAF3IP2-AS1	6	111483496	111598302
ENSG00000231925	TAPBP	6	33299694	33314254
ENSG00000232040	ZBED9	6	28570535	28616212
ENSG00000232082	RPS6KA2-IT1	6	166460663	166465383
ENSG00000232120		6	64377795	64412779
ENSG00000232131	NCOA7-AS1	6	125797856	125818858
ENSG00000232234		6	8102711	8343139
ENSG00000232310		6	134520163	134689399
ENSG00000232316	LINC02518	6	113428540	113433555
ENSG00000232611		X	136840931	136847797
ENSG00000232618		6	142946406	142957945
ENSG00000232876		6	135055033	135060550
ENSG00000232891		6	150600834	150605850
ENSG00000233008	LINC01725	1	83575776	83861038
ENSG00000233040	FAM204BP	1	197746751	197747451
ENSG00000233044		6	157107727	157119706
ENSG00000233064		6	5851506	5870220
ENSG00000233231	HNRNPA1P49	6	166334568	166335471
ENSG00000233237	LINC00472	6	71343427	71420745
ENSG00000233452	STXBP5-AS1	6	146824539	147204614
ENSG00000233511		6	108252214	108252400
ENSG00000233797	UFL1-AS1	6	96199840	96521717
ENSG00000233822	H2BC15	6	27838545	27855709
ENSG00000233848		6	20756103	20800694
ENSG00000233967		6	80441295	80466674
ENSG00000234127	TRIM26	6	30184455	30213427
ENSG00000234147		6	140575812	140898448
ENSG00000234155	LINC02535	6	85387219	85390186
ENSG00000234206		6	107509803	107511721
ENSG00000234241		20	6213699	6215381
ENSG00000234263	MAP3K5-AS1	6	136629066	136648198
ENSG00000234361		6	157829143	157830573
ENSG00000234426		6	88177804	88442928
ENSG00000234675		6	148017422	148020974
ENSG00000234745	HLA-B	6	31353872	31357188
ENSG00000234817	ECI2-DT	6	4136072	4157385
ENSG00000234869		22	46541495	46548196
ENSG00000234890	HNRNPDLP2	2	158419955	158425303
ENSG00000235109	ZSCAN31	6	28324693	28356271
ENSG00000235142	LINC02532	6	106705328	106788148
ENSG00000235272	RAMACL	6	166585604	166587594
ENSG00000235290	HLA-W	6	29956596	29958570
ENSG00000235535	TRDN-AS1	6	123389421	123511509
ENSG00000235652	FBXO30-DT	6	145799409	145887430
ENSG00000235740	PHACTR2-AS1	6	143554325	143562031
ENSG00000235781	LINC02569	6	30516266	30519217
ENSG00000235815		6	168716606	168723495
ENSG00000235899	LINC01564	6	53616471	53631400
ENSG00000235954	TTC28-AS1	22	27919376	28008581
ENSG00000235972		6	150040547	150042033
ENSG00000236086	HMGN2P28	6	2341450	2341711
ENSG00000236104	ZBTB22	6	33314406	33317942
ENSG00000236173		6	169809318	169810102
ENSG00000236324	SNX9-AS1	6	157885114	157892786
ENSG00000236345	SCAT8	6	63805852	63822699
ENSG00000236347		6	113531118	113543793
ENSG00000236389		6	134706060	134707349
ENSG00000236466		6	46492052	46606162
ENSG00000236548	RNF217-AS1	6	124644434	124963165
ENSG00000236824	BCYRN1	2	47335315	47335514
ENSG00000237115		6	131825981	131828413
ENSG00000237190	CDKN2AIPNL	5	134402065	134411881
ENSG00000237301		1	15586136	15603626
ENSG00000237321		6	123823240	123829285
ENSG00000237356		14	53169010	53883740
ENSG00000237499	WAKMAR2	6	137823673	137868233
ENSG00000237596		6	135991936	136225751
ENSG00000237649	KIFC1	6	33391823	33409896
ENSG00000237716		6	4185479	4188950
ENSG00000237719		6	36091991	36092646
ENSG00000237742		6	125577545	125749190
ENSG00000237851		6	142788123	142794086
ENSG00000238076	MRPL48P1	6	10459906	10460541
ENSG00000238367	MIR2113	6	98024531	98024621
ENSG00000238386	RNU7-48P	6	70513294	70513356
ENSG00000238490		6	108060818	108060930
ENSG00000238594		6	150164584	150164686
ENSG00000238949	RNU7-66P	6	66728843	66728904
ENSG00000239264	TXNDC5	6	7881517	7910788
ENSG00000239306	RBM14	11	66616626	66629934
ENSG00000239472	RN7SL221P	6	5918564	5918844
ENSG00000239899	RN7SL674P	2	11584773	11585047
ENSG00000239941		3	152118173	152151724
ENSG00000240376		5	33162179	33162807
ENSG00000240682	ISY1	3	129127415	129161063
ENSG00000240720	LRRD1	7	92141643	92179531
ENSG00000240869	RN7SL128P	6	20421583	20421887
ENSG00000241058	NSUN6	10	18545561	18659285
ENSG00000241343	RPL36A	X	101390824	101396155
ENSG00000241484	ARHGAP8	22	44752558	44862788
ENSG00000241549	GUSBP2	6	26871484	26956554
ENSG00000241985	WWTR1-IT1	3	149648997	149650184
ENSG00000242170	RN7SL329P	8	125270604	125270902
ENSG00000242259	C22orf39	22	19351368	19447711
ENSG00000242861		1	225840883	225846522
ENSG00000243236	GSTA9P	6	52939726	52957521
ENSG00000243307	POM121L6P	6	26896952	26898777
ENSG00000243313	RN7SL285P	6	37832922	37833185
ENSG00000243317	STMP1	7	135662496	135693418
ENSG00000243753	HLA-L	6	30259548	30293015
ENSG00000244038	DDOST	1	20651767	20661544
ENSG00000244476	ERVFRD-1	6	11102489	11111725
ENSG00000244694	PTCHD4	6	47856673	48111197
ENSG00000244710	RN7SL47P	6	106283413	106283711
ENSG00000244879	GABPB1-AS1	15	50354950	50372202
ENSG00000244945	RUFY1-AS1	5	179595904	179603741
ENSG00000245532	NEAT1	11	65422774	65445540
ENSG00000245928	SDAD1-AS1	4	75980790	76005942
ENSG00000246203		1	155614726	155660245
ENSG00000246263	UBR5-DT	8	102239386	102253750
ENSG00000246982	BRPF3-AS1	6	36146698	36197205
ENSG00000247077	PGAM5	12	132710819	132722734
ENSG00000247675	LRP4-AS1	11	46846410	46874421
ENSG00000247925		6	11173452	11259099
ENSG00000248092	NNT-AS1	5	43571594	43603230
ENSG00000249115	HAUS5	19	35612735	35625355
ENSG00000249379		6	53503109	53507660
ENSG00000249859	PVT1	8	127794526	128187101
ENSG00000249885	ARHGEF38-IT1	4	105561591	105570238
ENSG00000249921	RACK1P1	5	108784098	108785552
ENSG00000250069		5	140200163	140203187
ENSG00000250131	AGA-DT	4	177442519	177681381
ENSG00000250312	ZNF718	4	124501	202303
ENSG00000250722	SELENOP	5	42799880	42887392
ENSG00000250903	GMDS-DT	6	2245718	2525976
ENSG00000251562	MALAT1	11	65497688	65506516
ENSG00000251574		5	104383298	105392970
ENSG00000251666	ZNF346-IT1	5	177051714	177052963
ENSG00000251768	RNA5SP217	6	127317883	127317973
ENSG00000251988	RNU4ATAC18P	6	159720415	159720540
ENSG00000252046	RNU6-150P	6	20993474	20993568
ENSG00000252137	RNU6-1338P	6	75593055	75593145
ENSG00000252218		6	43544144	43544270
ENSG00000252244	RNU7-3P	6	149516956	149517017
ENSG00000252444	RNU6-344P	6	106304176	106304286
ENSG00000252498	RNU6-1016P	6	75644084	75644177
ENSG00000252615		6	151378000	151378099
ENSG00000252658	RNU6-786P	6	157934168	157934257
ENSG00000252944	RNU6-897P	6	104766822	104766926
ENSG00000253194		6	118934770	119182745
ENSG00000253203	GUSBP3	5	69639459	69679259
ENSG00000253667		8	53971231	53974210
ENSG00000253809		6	70222758	70242156
ENSG00000254274	TDGF1P5	8	54073114	54073566
ENSG00000254440	PBOV1	6	138215986	138218491
ENSG00000254470	AP5B1	11	65773898	65780976
ENSG00000254635	WAC-AS1	10	28522652	28533066
ENSG00000255302	EID1	15	48878134	48880173
ENSG00000255389		6	111599875	111602295
ENSG00000256166	LINC02571	6	31293908	31301642
ENSG00000256525	POLG2	17	64477785	64497054
ENSG00000257621	PSMA3-AS1	14	58265365	58298134
ENSG00000258441	LINC00641	14	21200079	21206900
ENSG00000259453		15	85701109	85702771
ENSG00000259828		6	141447011	141451006
ENSG00000259943	ZMPSTE24-DT	1	40256427	40257967
ENSG00000260000		6	100881471	100882987
ENSG00000260239	LINC02533	6	4488798	4495769
ENSG00000260271		6	90295507	90363912
ENSG00000260273		6	109382795	109383666
ENSG00000260455	NBAT1	6	22133205	22147193
ENSG00000260604		6	3904920	3911979
ENSG00000260673		6	4599287	4602420
ENSG00000260744		16	47196311	47202429
ENSG00000260852	FBXL19-AS1	16	30919319	30923269
ENSG00000260912		9	19453209	19455173
ENSG00000261003		6	170414139	170419325
ENSG00000261039	LINC02544	6	169175277	169182841
ENSG00000261068		6	42092233	42094259
ENSG00000261080	RUNX2-AS1	6	45573346	45576770
ENSG00000261098		11	107312132	107316271
ENSG00000261189		6	7540445	7543081
ENSG00000261211		6	6680309	6686948
ENSG00000261366	MANEA-DT	6	95575183	95577450
ENSG00000261420	MPC1-DT	6	166383189	166384824
ENSG00000261499		17	36274191	36320547
ENSG00000261654		1	110936369	110942353
ENSG00000261716	H2BC20P	1	149844498	149850937
ENSG00000261824	LINC00662	19	27681072	27794005
ENSG00000261889		16	3156736	3157483
ENSG00000262001	DLGAP1-AS2	18	3603000	3610103
ENSG00000262543	SMIM28	6	138377905	138383486
ENSG00000262803		6	70693839	70694619
ENSG00000263004	AKAP1-DT	17	57071814	57085041
ENSG00000263465	SRSF8	11	95066919	95071225
ENSG00000263531		17	30863921	30864940
ENSG00000263657		17	29761103	29787836
ENSG00000264017	RN7SL336P	6	89090946	89091242
ENSG00000264070	DND1P1	17	45585871	45586929
ENSG00000264149		18	21871446	21893996
ENSG00000264538	SUZ12P1	17	30709299	30790908
ENSG00000264895		17	51249579	51251748
ENSG00000265399		18	3190397	3247277
ENSG00000265527	MIR5690	6	35664717	35664789
ENSG00000265725	MIR3144	6	120015179	120015257
ENSG00000265735	RN7SL5P	9	9442060	9442380
ENSG00000265828	MIR3939	6	166997807	166997912
ENSG00000266467	RN7SL220P	10	68007718	68008017
ENSG00000266555	MIR3145	6	138435213	138435294
ENSG00000266579		6	57493855	57497691
ENSG00000266619	MIR4642	6	44435641	44435722
ENSG00000266680		6	63571005	63572408
ENSG00000266896		6	169770413	169772042
ENSG00000266967	AARSD1	17	42950526	42964498
ENSG00000267680	ZNF224	19	44094361	44109886
ENSG00000267934		19	23323968	23329101
ENSG00000268205		19	57304305	57308562
ENSG00000268257	AIRN	6	160003291	160007664
ENSG00000269293	ZSCAN16-AS1	6	28015122	28137313
ENSG00000269937		16	2561471	2565096
ENSG00000269985		6	5451683	5458075
ENSG00000270174		6	5664985	5695272
ENSG00000270326	SMIM15P2	6	28319660	28319852
ENSG00000270362	HMGN3-AS1	6	79233699	79236797
ENSG00000270419	CAHM	6	163413065	163413960
ENSG00000270504		6	3751111	3753871
ENSG00000270553		17	60513190	60513550
ENSG00000270711		1	180970837	180971247
ENSG00000270728		1	19297080	19297903
ENSG00000270761	CD2AP-DT	6	47477243	47477572
ENSG00000270871		17	35816717	35830293
ENSG00000270890		6	143858062	143858689
ENSG00000270900	NUDT19P4	6	44898711	44899295
ENSG00000270934		6	110598093	110598705
ENSG00000270935		6	27268113	27269229
ENSG00000270987		6	100889603	100890338
ENSG00000271071		6	26611903	26613109
ENSG00000271265		6	156774217	156774662
ENSG00000271361	HTATSF1P2	6	3023142	3023772
ENSG00000271503	CCL5	17	35871491	35880793
ENSG00000271607		6	110863860	110864451
ENSG00000271608		6	108551018	108551207
ENSG00000271727		6	692530	796781
ENSG00000271734		6	108030249	108030718
ENSG00000271761		6	57902609	57903148
ENSG00000271765	RN7SKP299	6	136545192	136545492
ENSG00000271789		6	111297126	111298510
ENSG00000271860		6	97283303	98400869
ENSG00000271888	JARID2-DT	6	15243923	15245000
ENSG00000271913	TAGAP-AS1	6	158988178	159088114
ENSG00000271967		6	70596438	70596980
ENSG00000272047	GTF2H5	6	158168350	158199344
ENSG00000272055	RNU6-6P	10	13217269	13217375
ENSG00000272097	TMEM14B-DT	6	10743324	10747663
ENSG00000272142		6	5003774	5045666
ENSG00000272168	CASC15	6	21664184	22654455
ENSG00000272189		6	136550661	136552554
ENSG00000272221		6	31394289	31395495
ENSG00000272248		6	4018713	4019202
ENSG00000272312		6	27001208	27001648
ENSG00000272316		6	57908560	57913911
ENSG00000272325	NUDT3	6	34279679	34392669
ENSG00000272330		16	73014319	73014476
ENSG00000272356		6	111309203	111313517
ENSG00000272368		12	50112197	50165618
ENSG00000272374		6	35220370	35224630
ENSG00000272379		6	13290018	13290490
ENSG00000272398	CD24	6	106969831	106975627
ENSG00000272402		6	24706747	24707151
ENSG00000272462		6	25992641	26001775
ENSG00000272463		6	708592	711405
ENSG00000272468		6	27122657	27123221
ENSG00000272476		6	107957413	107959986
ENSG00000272501		6	31195200	31198037
ENSG00000272541		6	57855891	57856468
ENSG00000272645	GTF2IP20	1	223951394	223992625
ENSG00000272714		6	121389324	121390357
ENSG00000272848		6	169426420	169452475
ENSG00000273015		12	45718046	45727775
ENSG00000273045	C2orf15	2	99141707	99151669
ENSG00000273132		6	149852462	149853192
ENSG00000273340	MICE	6	29741731	29748969
ENSG00000273542	H4C12	6	27831174	27831560
ENSG00000273712		6	28315613	28315883
ENSG00000273744		6	106271634	106271720
ENSG00000273802	H2BC8	6	26216200	26216688
ENSG00000273870		6	35070871	35071049
ENSG00000273983	H3C8	6	26270918	26271413
ENSG00000274259	SYNGAP1-AS1	6	33437363	33454453
ENSG00000274290	H2BC6	6	26172059	26184655
ENSG00000274452		17	43290291	43290481
ENSG00000274525		5	181291673	181295572
ENSG00000274594		6	138464099	138464383
ENSG00000274615		17	38078262	38124770
ENSG00000274618	H4C6	6	26240393	26240793
ENSG00000274641	H2BC17	6	27893425	27893891
ENSG00000274750	H3C6	6	26224199	26227473
ENSG00000274903		6	160773988	160783214
ENSG00000275023	MLLT6	17	38705273	38729795
ENSG00000275481		12	46388856	46392126
ENSG00000275494		16	25106569	25107102
ENSG00000275550		6	37295584	37295742
ENSG00000275713	H2BC9	6	26251614	26252075
ENSG00000275716		6	100093311	100093768
ENSG00000275846		6	26602733	26606661
ENSG00000276045	ORAI1	12	121626550	121642677
